     Qty: Element

       1: Fills

       1: Film

      17: Final

      11: Finally

       1: Finance

       1: Financial

      73: Find

      10: Finding

      15: Finds

      13: Fine

       5: Finer

       4: Finest

      15: Finger

       1: Finger--the

       3: Fingers

       1: Fingers--a

       2: Finish

       6: Finished

       1: Finite

      19: Fire

       1: Fireside

       5: Firm

       4: Firmly

     334: First

       2: First-rate

       3: Fish

       7: Fit

       1: Fitful

       2: Fitly

       2: Fitness

       1: Fits

       7: Fitted

       1: Fitting

      26: Five

       1: Five-and-twenty

       6: Fix

      31: Fixed

       1: Fixedness

       1: Fixes

       1: Flag

       1: Flames

       1: Flat

       8: Flatter

       1: Flattered

       1: Flatterer

       8: Flatterers

       2: Flatters

       2: Flattery

       1: Flatulence

       1: Flaw

       1: Flayed

       2: Fled

       1: Flee

       3: Fleeces

       1: Flees

       1: Fleet

       1: Fleeting

       5: Flesh

       1: Flesh--when

       1: Flew

       1: Flies

       1: Flinch

       2: Flitting

       1: Float

       1: Floating

       1: Floats

       6: Flock

       1: Flocking

       2: Flocks

       3: Flood

       2: Flour

       1: Flourishes

       1: Flouted

       3: Flow

       7: Flower

       1: Flowing

       1: Flown

       2: Flows

       1: Fluctuation

       1: Fluctuations

       2: Fluently

       5: Flute

       1: Flute-makers

       2: Flute-player

       1: Flute-players

       3: Flutes

       1: Flutter

       1: Flutterings

       3: Flux

       4: Fly

       3: Flying

       1: Foam

       3: Fold

       1: Folds

       1: Folk

       3: Follies

      38: Follow

       1: Follow--of

      13: Followed

       2: Follower

      12: Followers

      17: Following

      34: Follows

      12: Folly

       7: Fond

       2: Fondly

       1: Fondness

      39: Food

       1: Food--which

       9: Fool

       8: Foolish

       1: Foolishly

       4: Fools

      10: Foot

       1: Foot-pads

       1: Footpads

       1: Footsteps

    1102: For

       2: Forbade

       8: Forbid

       8: Forbidden

       1: Forbidding

       1: Forbids

      35: Force

       8: Forced

       2: Forces

       1: Forcibly

       3: Forcing

       1: Fore

       1: Forebodings

      13: Foreign

       1: Foreigner

       4: Foresaw

       3: Foresee

       1: Foresee--have

       2: Foreseen

       1: Foresight

       1: Foretaste

       1: Forfeited

      10: Forget

       1: Forgetful

       4: Forgetfulness

       3: Forgets

       5: Forgetting

       4: Forgive

       1: Forgiveness

       1: Forgiving

       3: Forgot

      12: Forgotten

     121: Form

       4: Format

       2: Formation

       2: Formats

       5: Formed

      34: Former

       6: Formerly

       1: Formidable

       3: Forming

      56: Forms

       6: Formula

       3: Formulae

       1: Forsake

       1: Forsaken

      25: Forth

       1: Fortify

       3: Fortress

       6: Fortunate

      14: Fortune

       5: Fortunes

       5: Forty

      13: Forward

       1: Forwardness

       1: Forwards

       1: Foster-fathers

       4: Fostering

       4: Fought

       2: Foul

       1: Foulest

     100: Found

       1: Found--in

      36: Foundation

       1: Foundations

       3: Founded

       2: Founder

       1: Foundering

       9: Founders

       4: Founding

       1: Foundling

       1: Foundlings

       1: Founds

      54: Four

      21: Fourth

       1: Fourthly

       1: Fourths

       2: Fox

       1: Fraction

       6: Fractions

       1: Fractions)

       3: Fragment

       2: Fragmentary

       5: Fragments

      13: Frame

       1: Frame-work

       9: Framed

       1: Framework

       4: Framing

       1: Frankly

       2: Frankness

       1: Frankness--a

       1: Fraternity

       2: Fraud

       1: Frauds

       1: Fray

      40: Free

       1: Free-will

       2: Freed

      38: Freedom

       2: Freely

       5: Freeman

      11: Freemen

       1: French

       3: Frenzy

       1: Frequent

       2: Frequently

       4: Fresh

       1: Fretted

       1: Friction

      85: Friend

       1: Friendless

       3: Friendly

      76: Friends

       7: Friendship

       1: Friendships

       1: Frightened

     738: From

       2: Front

       1: Frontispiece

       2: Fruit

       1: Fruition

       1: Fruitless

       1: Fruits

       6: Fulfil

       1: Fulfilled

       1: Fulfiller

       2: Fulfilling

       1: Fulfilment

      70: Full

       1: Full-blown

       1: Fuller

       2: Fullest

       4: Fully

       5: Fulness

       2: Function

       2: Functions

       6: Fundamental

       2: Funeral

       2: Funnel

       2: Furious

       1: Furnace

       9: Furnish

       2: Furnished

       4: Furnishes

       1: Furniture

      91: Further

       1: Further--

       1: Furthermore

       3: Fury

       1: Fusion

       1: Fuss

      45: Future

       1: G

       1: GIVE

       2: GUTENBERG

       1: GUTENBERG-tm

       1: Gaiety

      39: Gain

       1: Gain--get

       1: Gain--these

       7: Gained

       3: Gainer

       1: Gainers

       1: Gainers--I

       4: Gainful

       2: Gaining

       6: Gains

       7: Game

       4: Games

       1: Gang

       1: Gapes

       1: Gaps

       1: Gardener

       1: Garland

       5: Garlands

       4: Garments

       1: Garnished

       1: Garrulity

       1: Gate

       1: Gates

       6: Gather

       9: Gathered

       3: Gathering

       1: Gathers

       1: Gaudet

       1: Gauntlet

      15: Gave

       3: Gaze

       1: Gazed

       1: Gbnewby

       1: Gender

       1: Genealogies

      69: General

       2: Generalization

      33: Generally

       1: Generals

       1: Generate

       5: Generated

      34: Generation

       8: Generations

       5: Generous

       1: Genesis

      29: Genius

       3: Gentile

      21: Gentle

       6: Gentleman

       9: Gentlemen

       3: Gentleness

       1: Gentler

       1: Gentlest

       6: Gently

       2: Gentry

       6: Genuine

       1: Geometer

       7: Geometrical

       2: Geometrician

       1: Geometricians

      28: Geometry

       1: Geometry--whether

       3: Germ

       2: Germs

       1: Gerousia

       2: Gesture

      49: Get

      13: Gets

      12: Getting

       3: Ghost

       1: Ghostly

       2: Ghosts

       3: Giant

       1: Giants

       1: Gibber

       6: Gift

      10: Gifted

      24: Gifts

       1: Gigantic

       4: Giles

       1: Girl

       1: Girt

      98: Give

      79: Given

       1: Giver

      34: Gives

      21: Giving

       6: Glad

       4: Gladly

       1: Gladness

       3: Glance

       2: Glancing

       1: Glare

     116: Glaucon

       2: Glaucus

       1: Glimpse

       1: Glimpses

       1: Globe

       4: Glories

       7: Glorious

       1: Gloriously

       7: Glory

       2: Gluttony

      98: Go

       1: Goaded

       1: Goads

       5: Goal

     114: God

       1: God--

       4: Goddess

       2: Goddesses

       2: Godless

       3: Godlike

       3: Godly

     120: Gods

      25: Goes

       2: Goethe

      50: Going

       2: Goings

      43: Gold

      10: Golden

      13: Gone

     609: Good

       1: Good--shall

       1: Good--the

       1: Good-breeding

       1: Good-bye

       2: Good-for-nothing

       1: Good-for-nothings

       1: Good-looking

       4: Good-will

       2: Goodly

      19: Goodness

      23: Goods

       1: Goods--are

       1: Gorg

       1: Gorged

       1: Gorgeousness

       4: Gorgias

       1: Gospel

       1: Gospels

      21: Got

       1: Goths

       8: Govern

      10: Governed

       2: Governesses

       6: Governing

      66: Government

       1: Government-how

      10: Governments

      11: Governors

       1: Governs

       1: Gracchi

      16: Grace

       1: Graced

       1: Graceful

       3: Graces

       3: Gracious

       1: Gradation

       2: Gradations

       1: Grades

       5: Gradual

      10: Gradually

       1: Graecia

       1: Grain

       1: Grains

       1: Grammar

       2: Grammarian

       3: Grand

       1: Grandchildren

       1: Grander

       3: Grandfather

       1: Grandfathers

       1: Grandly

       1: Grandmothers

       7: Grant

       3: Granted

       1: Granting

       4: Grasp

       1: Grated

       1: Grateful

       1: Gratefully

       2: Gratification

       1: Gratified

       1: Gratify

       1: Gratifying

       1: Gratitude

       6: Grave

       1: Graven

       1: Graver

       1: Graves

       1: Gravest

       1: Gravity

     239: Great

       1: Great)

     101: Greater

     113: Greatest

      20: Greatly

       9: Greatness

       1: Grecian

       5: Greece

       1: Greedy

      61: Greek

      16: Greeks

       1: Greet

       1: Greets

       1: Gregory

       3: Grey

       4: Grief

       1: Grieved

       2: Grievous

       1: Grim

       1: Groaning

       1: Gross

       1: Grossly

       1: Grote

      26: Ground

       7: Grounds

       1: Groundwork

       1: Group

       1: Grouped

       1: Grovels

      37: Grow

       5: Growing

       8: Grown

       2: Grown-up

      17: Grows

      16: Growth

       1: Grudge

       1: Grunts

      12: Guard

      39: Guardian
